camis,dba,boro,cuisine_description,building,street,zipcode,grade
50113553,POKE BOWL,Manhattan,Hawaiian,80,BROAD STREET,10004.0,A
50162875,GOOD OL DAYS DINER,Brooklyn,American,212,PATCHEN AVENUE,11233.0,B
50162742,FUJI EAST,Manhattan,Japanese,455,MAIN STREET,10044.0,A
50145228,SIP & GUZZLE,Manhattan,American,29,CORNELIA STREET,10014.0,A
50104788,LOULOU,Manhattan,French,176,8 AVENUE,10011.0,C
50149206,TORA NYC,Brooklyn,Japanese,242,HIMROD STREET,11237.0,A
41485126,OUTBACK STEAKHOUSE,Brooklyn,Steakhouse,1475,86 STREET,11228.0,A
50077940,KYMA,Manhattan,Greek,15,WEST   18 STREET,10011.0,A
40400561,FORTUNATO BROTHERS PASTICCERIA,Brooklyn,Bakery Products/Desserts,289,MANHATTAN AVENUE,11211.0,A
50116882,BAYA BAR,Brooklyn,"Juice, Smoothies, Fruit Salads",628,5 AVENUE,11215.0,A
50176410,MATTO ESPRESSO,Manhattan,Coffee/Tea,196,7 AVENUE,10011.0,A
50105946,LA CEVICHERIA DE MOLE,Queens,Mexican,42-20,30 AVENUE,11103.0,C
50131792,MOTHER EARTH JUICE BAR CAFE,Queens,"Juice, Smoothies, Fruit Salads",115-42,SUTPHIN BOULEVARD,11434.0,A
41539580,LAS AMERICAS BAKERY,Queens,Bakery Products/Desserts,93-04,37 AVENUE,11372.0,A
50151708,EL RANCHO DE MEXICO,Bronx,Mexican,730,ASTOR AVENUE,10467.0,A
41468766,CANTEEN,Brooklyn,American,57,4 AVENUE,11217.0,A
50086154,KING HOUSE,Queens,Chinese,91-21,37 AVENUE,11372.0,A
50140251,JUICE HAUS,Brooklyn,"Juice, Smoothies, Fruit Salads",257,WATER STREET,11201.0,A
50058807,DUNKIN,Brooklyn,Donuts,339,GATEWAY DRIVE,11239.0,A
50105868,CAFE VOLKAN,Brooklyn,Coffee/Tea,85,BERGEN STREET,11201.0,A
50158425,VIVA EVENTS & CATERING,Manhattan,Armenian,222,EAST   58 STREET,10022.0,A
50119808,NAYA,Manhattan,Mediterranean,41,EAST   11 STREET,10003.0,A
50082148,SEOUL,Manhattan,Korean,11,WEST   32 STREET,10001.0,A
50153307,MASPETH BAGELS & SANDWICH SHOP,Queens,American,53-76,65 PLACE,11378.0,B
50059924,COFFEE TREE LOUNGE,Queens,Korean,164-05,DEPOT ROAD,11358.0,A
50043705,POPEYES,Brooklyn,Chicken,1058,FLUSHING AVENUE,11237.0,A
50046988,ORWASHERS,Manhattan,Bakery Products/Desserts,440,AMSTERDAM AVENUE,10024.0,A
50099719,NEW FRESH WOK,Manhattan,Chinese,1777,1 AVENUE,10128.0,C
50070180,SAM'S DELI,Manhattan,American,30,MULBERRY STREET,10013.0,A
50147693,PRINCIPLES GI COFFEE HOUSE,Brooklyn,Coffee/Tea,139,9 STREET,11215.0,A
41016740,SATGURU SWEETS & CATERING,Queens,Indian,134-08,ROCKAWAY BOULEVARD,11420.0,A
50000360,CHARISMA BALLROOM,Queens,American,71-46,MAIN STREET,11367.0,A
50131283,HANABI JAPANESE CUISINE,Manhattan,Japanese,1450,2 AVENUE,10021.0,A
50034570,HAND ROLLED BAGEL CAFE,Queens,Bagels/Pretzels,20-22,FRANCIS LEWIS BOULEVARD,11357.0,A
50054544,PEPPA'S JERK CHICKEN,Brooklyn,Caribbean,791,PROSPECT PLACE,11216.0,B
50093747,SINIGUAL,Manhattan,Mexican,640,3 AVENUE,10017.0,A
50056401,DIG INN,Manhattan,American,1297,LEXINGTON AVENUE,10128.0,A
50110224,PLAZA ORTEGA,Brooklyn,Mexican,140,STANHOPE STREET,11221.0,B
50116338,CORNBREAD,Brooklyn,Soul Food,409,EASTERN PARKWAY,11216.0,B
50148819,MALA HOT POT,Manhattan,Chinese,35,WEST   36 STREET,10018.0,A
50144509,RED SORGHUM,Queens,Chinese,28-03,JACKSON AVENUE,11101.0,C
50096822,SOHO THAI,Manhattan,Thai,141,GRAND STREET,10013.0,A
41127492,COFFEE & DONUTS,Bronx,Coffee/Tea,320,EAST  170 STREET,10456.0,A
40933229,DE ISLANDS,Brooklyn,Caribbean,8203,FLATLANDS AVENUE,11236.0,C
41501822,BLUE HAVEN,Manhattan,American,108,WEST HOUSTON STREET,10012.0,A
50139289,RAFAELIS PALACE,Queens,Jewish/Kosher,113-09,QUEENS BOULEVARD,11375.0,A
50066022,SOUEN,Manhattan,Japanese,326,EAST    6 STREET,10003.0,A
50127495,ALL'ANTICO VINAIO,Manhattan,Sandwiches,225,SULLIVAN STREET,10012.0,A
50076463,TEN SECONDS,Queens,Chinese,135-25,40 ROAD,11354.0,A
50093702,VALBONA CAFE,Bronx,Coffee/Tea,3175,VILLA AVENUE,10468.0,A
50087218,POPEYES,Brooklyn,Chicken,760,NEW LOTS AVENUE,11207.0,A
50105676,VIET SPOT,Manhattan,Asian/Asian Fusion,99,NASSAU STREET,10038.0,A
50134684,THE ALIBI,Queens,American,133-10,CROSSBAY BOULEVARD,11417.0,A
41653176,JOE COFFEE,Manhattan,Coffee/Tea,131,WEST   21 STREET,10011.0,A
41387302,DUNKIN,Manhattan,Donuts,4353,BROADWAY,10033.0,A
50133248,DRAGON KING RESTAURANT,Queens,Chinese,131-23,ROCKAWAY BOULEVARD,11420.0,C
50102007,ROME TO BROOKLYN PIZZERIA,Brooklyn,Pizza,755,GRAND STREET,11211.0,A
40366487,BRENNAN & CARR,Brooklyn,American,3432,NOSTRAND AVENUE,11229.0,A
50120654,LEE GOOD TASTE 88,Brooklyn,Chinese,2686,PITKIN AVENUE,11208.0,B
50042336,J & M KELLYS JAMAICAN & AMERICAN RESTAURANT,Queens,Caribbean,118-23,GUY R BREWER BOULEVARD,11434.0,A
41397316,LEE'S TAVERN,Brooklyn,American,60,HANCOCK STREET,11216.0,A
50006073,MCDONALD'S,Queens,Hamburgers,37-19,JUNCTION BOULEVARD,11368.0,A
50116101,XI'AN FAMOUS FOODS,Queens,Asian/Asian Fusion,26-19,JACKSON AVENUE,11101.0,A
50068945,STARBUCKS #48990,Manhattan,Coffee/Tea,125,SAINT MARKS PLACE,10009.0,A
50013792,DUNKIN,Staten Island,Donuts,1650,RICHMOND AVENUE,10314.0,A
41632118,JIMMY'S PIZZA,Brooklyn,Pizza,561,WILSON AVENUE,11207.0,A
40714228,NEW SOLDIERS RESTAURANT,Brooklyn,Caribbean,1278,NOSTRAND AVENUE,11226.0,C
50157021,POKE FAN,Brooklyn,Japanese,206,LIVINGSTON STREET,11201.0,B
41669959,DUNKIN',Manhattan,Donuts,139,CENTRE STREET,10013.0,A
50159852,DAILY GROCERY,Bronx,Other,1201,LELAND AVE,,C
40381551,CLARK'S,Brooklyn,American,80,CLARK STREET,11201.0,A
50015795,DUNKIN,Queens,Donuts,90-05,MYRTLE AVENUE,11385.0,A
41529617,SHOBU SUSHI & GRILL,Brooklyn,Japanese,9427,5 AVENUE,11209.0,A
41710646,WINDY CITY ALE HOUSE,Brooklyn,American,7915,3 AVENUE,11209.0,A
50035433,BAR HUGO / AZUL,Manhattan,American,523,GREENWICH STREET,10013.0,A
50138963,KURA REVOLVING SUSHI BAR,Queens,Japanese,133-36,37 AVENUE,11354.0,C
40709458,PAN FINO CAFE BAKERY,Queens,Latin American,85-01,NORTHERN BOULEVARD,11372.0,A
41505687,CHINA KING RESTAURANT,Bronx,Chinese,1254,CASTLE HILL AVENUE,10462.0,A
41512057,LA BERGAMOTE,Manhattan,French,177,9 AVENUE,10011.0,A
50044543,BONUS ROOM,Queens,American,991,WYCKOFF AVENUE,11385.0,B
50123136,MING STAR,Queens,Chinese,89-16,NORTHERN BOULEVARD,11372.0,A
50040806,EFFY'S KITCHEN,Manhattan,American,1567,LEXINGTON AVENUE,10029.0,A
50119101,NAMASTAE BROOKLYN,Brooklyn,Asian/Asian Fusion,1202,CORTELYOU ROAD,11218.0,A
41345371,"DUNKIN', BASKIN ROBBINS",Queens,Donuts,114-20,SUTPHIN BOULEVARD,11434.0,A
50075774,EL CAMPEON DE LOS POLLOS 2,Queens,Latin American,103-09,101 AVENUE,11416.0,B
50060922,POKEWORKS,Manhattan,Hawaiian,23,EAST   15 STREET,10003.0,A
50093375,BURGER KING,Manhattan,Hamburgers,146,DELANCEY STREET,10002.0,A
50137190,LITTLE GRENJAI,Brooklyn,Thai,477,GATES AVENUE,11216.0,B
41702645,TIN CUP CAFE,Brooklyn,American,719,4 AVENUE,11232.0,A
50060154,DUNKIN,Manhattan,Donuts,5,PARK PLACE,10007.0,A
50154670,ATEAZ,Manhattan,American,71,GREENWICH STREET,10006.0,A
50004862,UP THAI,Manhattan,Thai,1411,2 AVENUE,10021.0,A
50089009,34th BAGELS AND MORE,Manhattan,Bagels/Pretzels,365,WEST   34 STREET,10001.0,A
50178948,CHAMPION PIZZA,Queens,Pizza,61-35,JUNCTION BOULEVARD,11374.0,A
50109079,PIZZA HUT,Bronx,Pizza,765,EAST GUN HILL ROAD,10467.0,A
50101688,KENEDY CHICKEN & PIZZA,Bronx,Chicken,1560,WATSON AVENUE,10472.0,A
50044423,BRIARWOOD CAFE,Queens,American,138-49,QUEENS BOULEVARD,11435.0,A
50084796,TANDOOR OVEN,Manhattan,Indian,175,EAST   83 STREET,10028.0,A
50118540,DADDIES,Manhattan,Italian,450,HUDSON STREET,10014.0,B
50095538,ANNA'S CAFE,Brooklyn,American,2925,AVENUE I,11210.0,A
50088778,SERGIMMO SALUMERIA,Queens,Italian,150-39,14 AVENUE,11357.0,A
50129502,8-BIT BITES,Brooklyn,American,113,COURT STREET,11201.0,A
50147316,SOFREH CAFE,Brooklyn,Middle Eastern,216,FLATBUSH AVENUE,11217.0,A
50106939,CHIP CITY,Brooklyn,Coffee/Tea,123,KENT AVENUE,11249.0,A
50107134,RED BAMBOO,Manhattan,Vegetarian,140,WEST    4 STREET,10012.0,A
41554812,MI PEQUENA CHOLULA DELI RESTAURANTE,Brooklyn,Mexican,1481,MYRTLE AVENUE,11237.0,A
50163814,ZIRVE TURKISH GRILL,Queens,Turkish,42-03,QUEENS BOULEVARD,11104.0,C
50130575,ARTIZEN,Bronx,Coffee/Tea,3700,RIVERDALE AVENUE,10463.0,A
50138504,CAFE CATMANDOO,Queens,Asian/Asian Fusion,71-32,ROOSEVELT AVENUE,11372.0,B
50063209,ICON,Queens,American,31-84,33 STREET,11106.0,A
41248584,BENIHANA,Manhattan,Japanese,47,WEST   56 STREET,10019.0,A
41249417,ROLLERJAM USA,Staten Island,American,236,RICHMOND VALLEY ROAD,10309.0,A
40990299,ELEGANT CHINESE RESTAURANT,Queens,Chinese,212-06,HILLSIDE AVENUE,11427.0,B
50105294,NEW NO PORK HALAL KITCHEN,Brooklyn,Chinese,50,4 AVENUE,11217.0,A
41166881,5 ESTRELLA BAKERY,Manhattan,Bakery Products/Desserts,3861,BROADWAY,10032.0,A
50165122,BK MUNCHIES,Brooklyn,Other,666,ROCKAWAY AVENUE,11212.0,A
50130875,CAFFE TORINO,Queens,Coffee/Tea,42-02,34 AVENUE,11101.0,A
50129745,KENNEDY CHICKEN & PIZZA,Bronx,Chicken,2371,GRAND CONCOURSE,10468.0,A
50009062,LTAUHA,Queens,American,55-50,MYRTLE AVENUE,11385.0,A
50089410,TERIYAKI 365,Queens,Chinese/Japanese,42-02,NORTHERN BOULEVARD,11101.0,B
50054231,CAFE INTEGRAL,Manhattan,Coffee/Tea,149,ELIZABETH STREET,10012.0,A
50018314,NEW GOLDEN EMPIRE CHINESE RESTAURANT,Manhattan,Chinese,757,SAINT NICHOLAS AVENUE,10031.0,B
50041617,ITTADI GARDEN & GRILL,Queens,Bangladeshi,73-07,37 ROAD,11372.0,C
50018219,JIN RAMEN UWS,Manhattan,Japanese,462,AMSTERDAM AVENUE,10024.0,B
50150896,KOREATGO,Manhattan,Korean,225,PEARL STREET,10038.0,A
50130649,MADMAN ESPRESSO,Manhattan,American,141,EAST   44 STREET,10017.0,B
50164953,RIVARENO GELATO,Manhattan,Frozen Desserts,195,SPRING STREET,10012.0,A
50087516,JIA YOUNG CAFE,Queens,Bakery Products/Desserts,161-20,NORTHERN BOULEVARD,11358.0,B
50045070,THE LAZY LLAMA COFFEE BAR,Manhattan,Coffee/Tea,72,EAST    1 STREET,10003.0,A
50178835,IHOP,Queens,American,98-01,LIBERTY AVENUE,11417.0,A
50073570,BURGER KING,Manhattan,Hamburgers,106,FULTON STREET,10038.0,A
50132299,THE AUGUST TREE,Queens,Bakery Products/Desserts,126,MERIDIAN ROAD,11355.0,A
40604004,WRAP N RUN GRILL,Manhattan,American,1125,LEXINGTON AVENUE,10075.0,C
50151553,PIZZA STUDIO,Brooklyn,Pizza,528,GATEWAY DRIVE,11239.0,A
41551354,PREMIUM SWEETS & RESTAURANT,Queens,Bangladeshi,37-14,73 STREET,11372.0,A
41376994,CHIPOTLE MEXICAN GRILL,Manhattan,Tex-Mex,125,EAST   23 STREET,10010.0,A
50146627,EL BURRITO LOCO,Brooklyn,Mexican,6,SUTTER AVENUE,11212.0,A
50045353,LITTLE ITALY PIZZA,Manhattan,Pizza,46,FULTON STREET,10038.0,A
41485393,MY CORAL RESTAURANT,Brooklyn,Latin American,5401,4 AVENUE,11220.0,C
50130366,BLACKROCK HY FOOD HALL,Manhattan,American,50,HUDSON YARDS,10001.0,A
50118089,NOZ 17,Manhattan,Japanese,458,WEST   17 STREET,10011.0,A
41486993,BLACK MOUNTAIN,Brooklyn,American,415,UNION STREET,11231.0,A
40362432,HO MEI,Queens,Chinese,103-05,37 AVENUE,11368.0,A
50114913,No.1 CHINESE RESTAURANT,Queens,Chinese,88-17,JAMAICA AVENUE,11421.0,A
50007382,MEMORIES BAR SHEVROJA,Brooklyn,Eastern European,2611,BATH AVENUE,11214.0,A
41445485,OCCASIONS BANQUET AND CATERING HALL,Queens,American,127-08,MERRICK BOULEVARD,11434.0,A
50072803,PANDA KITCHEN,Queens,Chinese,146-11,ROCKAWAY BOULEVARD,11436.0,A
50001901,DUNKIN,Manhattan,Donuts,1703,THIRD AVENUE,10128.0,A
50070949,OCEANIC BOIL,Queens,Seafood,84-20,37 AVENUE,11372.0,A
50106466,ROBERTA'S,Brooklyn,Pizza,6,GRAND STREET,11249.0,A
40483695,MARQUIS THEATRE,Manhattan,American,1535,BROADWAY,10036.0,A
50057195,CAT SPORTS PUB,Manhattan,American,96,GREENWICH STREET,10006.0,A
50088413,VAN LEEUWEN ICE CREAM,Manhattan,Frozen Desserts,45,SPRING STREET,10012.0,A
50137283,BREADIVORE BAKERY,Manhattan,Bakery Products/Desserts,500,5 AVENUE,10110.0,A
50092687,JAY'S TAVERN,Bronx,Bottled Beverages,1556,WILLIAMSBRIDGE ROAD,10461.0,A
41690699,NEW OCEAN,Manhattan,Chinese,393,LENOX AVENUE,10027.0,A
50110979,TIGERLILY KITCHEN,Manhattan,Asian/Asian Fusion,58,3 AVENUE,10003.0,A
41222773,DUNKIN' / BASKIN ROBBINS,Manhattan,Donuts,55,WEST   55 STREET,10019.0,A
50094093,THE FICTION,Brooklyn,Coffee/Tea,308,HOOPER STREET,11211.0,B
50178649,ARIA NOVA,Manhattan,Pizza,190,BLEECKER STREET,10012.0,A
50016747,SARKU JAPAN,Bronx,Japanese,815,HUTCHINSON RIVER PARKWAY,10465.0,C
41653860,BREWSKI'S BAR & GRILL,Bronx,American,3718,EAST TREMONT AVENUE,10465.0,A
50134637,ELEVENSES,Queens,Coffee/Tea,31-05,35 AVENUE,11106.0,B
50039946,NEW PEPERONI'S PIZZA,Bronx,Pizza,1308,LAFAYETTE AVENUE,10474.0,A
50113394,CHELSEA BAGEL & PIZZERIA,Manhattan,American,62,EAST   34 STREET,10016.0,A
50111076,TWO HANDS,Manhattan,Korean,250,MOTT STREET,10012.0,A
50128657,KATSU KATSU,Manhattan,Asian/Asian Fusion,100,PEARL STREET,10004.0,C
50048350,TASTE OF THE CITY FRESH GRILL,Brooklyn,Caribbean,1368,FLATBUSH AVENUE,11210.0,C
50000544,DUNKIN,Brooklyn,Donuts,3031,CONEY ISLAND AVENUE,11235.0,A
41640950,CHIPOTLE MEXICAN GRILL,Manhattan,Tex-Mex,71,SPRING STREET,10012.0,A
50056180,CARVEL,Brooklyn,Frozen Desserts,2166,BATH AVENUE,11214.0,A
50033431,LEBRON RESTAURANT,Brooklyn,Spanish,1567A,PITKIN AVENUE,11212.0,A
41440130,TONYS PIZZA ON NOSTRAND,Brooklyn,Pizza,850,NOSTRAND AVENUE,11225.0,A
41019069,PEPPA'S,Brooklyn,Caribbean,738,FLATBUSH AVENUE,11226.0,A
50033347,NEW HARDEE,Brooklyn,Chinese,854,FRANKLIN AVENUE,11225.0,C
50138413,SPORTY & RICH,Manhattan,"Juice, Smoothies, Fruit Salads",133,GREENE STREET,10012.0,A
50008453,FRUITTI YUMMI FROZEN YOGURT,Queens,Frozen Desserts,103-08,ROOSEVELT AVENUE,11368.0,A
50038886,OKINII,Manhattan,Japanese,216,THOMPSON STREET,10012.0,A
50081606,CROWN FRIED CHICKEN,Queens,Chicken,168-29,HILLSIDE AVENUE,11432.0,B
50143754,LA CARIDAD 72,Manhattan,Chinese/Cuban,130,WEST   72 STREET,10023.0,A
50044753,MAMA ROSARIA'S PIZZERIA RESTAURANT,Staten Island,Pizza,2146,FOREST AVENUE,10303.0,A
50164425,HOKEY POKE-CHICK SHOP,Manhattan,Middle Eastern,805,3 AVENUE,10022.0,A
41519334,ICE CREAM CENTER & CAFE,Brooklyn,Frozen Desserts,4511,13 AVENUE,11219.0,A
50015333,SNATCH & GO INTERNET CAFE & JUICE BAR,Brooklyn,"Juice, Smoothies, Fruit Salads",3410,CHURCH AVENUE,11203.0,A
50124743,STAR SPICE,Brooklyn,Caribbean,1501,FLATBUSH AVENUE,11210.0,A
50086355,KAM'S GARDEN CHINESE RESTAURANT,Queens,Chinese,245-07,JERICHO TURNPIKE,11426.0,A
50141646,HAAM,Brooklyn,Caribbean,234,UNION AVENUE,11211.0,B
50126017,BAR AMERICANO,Brooklyn,Spanish,180,FRANKLIN STREET,11222.0,A
50129730,LINCOLN FRIED CHICKEN,Bronx,Chicken,1635,WESTCHESTER AVENUE,10472.0,C
50064777,OSTERIA 106,Manhattan,Italian,53,WEST  106 STREET,10025.0,A
50072997,BUA THAI RAMEN & ROBATA GRILL,Manhattan,Thai,1611,2 AVENUE,10028.0,A
50161254,ASIR-ET,Queens,Steakhouse,35-11,QUEENS BOULEVARD,11101.0,A
50112705,HEALTHY FRESH 3,Bronx,"Juice, Smoothies, Fruit Salads",1033A,MORRIS PARK AVENUE,10461.0,A
41592595,CAFE REGULAR,Brooklyn,Coffee/Tea,158,BERKELEY PLACE,11217.0,A
50105288,PINNACLE BAGELS ON THE SQUARE,Manhattan,Bagels/Pretzels,9,CARMINE STREET,10014.0,A
50067743,VIDA VERDE,Manhattan,Mexican,248,WEST   55 STREET,10019.0,A
40359705,NATHAN'S FAMOUS,Brooklyn,Hotdogs,1310,SURF AVENUE,11224.0,A
50095974,EMPIRE SZECHUAN GARDEN,Queens,Chinese,43-42,46 STREET,11104.0,A
50154918,BRYJUS INTERNATIONAL BAKERY,Queens,Bakery Products/Desserts,48-10,BROADWAY,11103.0,A
50104265,PUBLIC DISPLAY OF AFFECTION,Brooklyn,Pizza,669,UNION STREET,11215.0,B
41211622,MCDONALD'S,Manhattan,Hamburgers,2726,BROADWAY,10025.0,A
50165227,BANGKOK BAR,Brooklyn,Thai,238,36 STREET,11232.0,B
50076259,BANHMIGOS,Brooklyn,Southeast Asian,178,LINCOLN PLACE,11217.0,A
50034883,VINCENT AND ANDREA PIZZERIA,Queens,Pizza,113-17,JAMAICA AVENUE,11418.0,B
50047152,SECTION 5 PIZZA,Bronx,American,133,EINSTEIN LOOP,10475.0,A
50143066,SING NYC,Manhattan,Chinese,182,BLEECKER STREET,10012.0,B
50067297,MOISE'S RISTORANTE,Bronx,Italian,2389,ARTHUR AVENUE,10458.0,A
50143570,MIZNON,Manhattan,Jewish/Kosher,1410,BROADWAY,10018.0,C
50009495,CHATEAU DE CAPITAINE,Brooklyn,Seafood,2570,CONEY ISLAND AVENUE,11223.0,A
50164171,SPEEDY TACOS AND CHICKEN,Bronx,Mexican,240,WEST  238 STREET,10463.0,A
50161824,ETHOPIAN YOHEVET COFFEE,Brooklyn,Jewish/Kosher,367,JAY STREET,11201.0,A
50098271,TROPICAL SMOOTHIE CAFE,Staten Island,"Juice, Smoothies, Fruit Salads",7001,AMBOY ROAD,10307.0,A
50118538,SVL BAR,Queens,Greek,34-01,STEINWAY STREET,11101.0,A
50113054,KOTHA GRILL & KABAB,Queens,Bangladeshi,72-27,37 AVENUE,11372.0,A
50162201,MOLLY TEA,Brooklyn,Coffee/Tea,5909,8 AVENUE,11220.0,A
50108569,PARCEROS BAKERY II,Queens,Latin American,30-15,30 AVENUE,11102.0,A
50016803,HUA RONG,Queens,Chinese,83-23,BROADWAY,11373.0,C
41514631,PRONTO PIZZA,Brooklyn,Pizza,139,COURT STREET,11201.0,A
41382007,CASA LA FEMME,Manhattan,Egyptian,140,CHARLES STREET,10014.0,A
50138796,SUSHI KAI,Manhattan,Japanese,11,BARROW STREET,10014.0,A
50077272,GOOD THANKS CAFE,Manhattan,Australian,131,ORCHARD STREET,10002.0,C
50012258,THE HALAL GUYS,Manhattan,Middle Eastern,307,EAST   14 STREET,10003.0,A
50048262,DOMINICANA POLLO SABROSO RESTAURANT,Bronx,Latin American,105,EAST MOUNT EDEN AVENUE,10452.0,A
40366711,LI GRECI'S STAATEN RESTAURANT,Staten Island,American,697,FOREST AVENUE,10310.0,B
50104674,STARBUCKS,Queens,Coffee/Tea,75-03,ROOSEVELT AVENUE,11372.0,A
50107105,FALLSBURG BAGELS,Brooklyn,Jewish/Kosher,4602,16 AVENUE,11204.0,C
50074936,SABAI,Manhattan,Thai,432,PARK AVENUE SOUTH,10016.0,A
50116098,MOGE TEE,Brooklyn,Coffee/Tea,76,NORTH    4 STREET,11249.0,A
50096242,LUX BAKERY,Brooklyn,Bakery Products/Desserts,6816,4 AVENUE,11220.0,B
50104198,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,Caribbean,1848,EAST NEW YORK AVENUE,11207.0,A
50141099,SUNGBOOKDONG BBQ,Queens,Korean,248-25,NORTHERN BOULEVARD,11362.0,C
50144680,BEACH HIDEOUT,Brooklyn,American,2636,GERRITSEN AVENUE,11229.0,A
41275242,MCDONALD'S,Manhattan,Hamburgers,262,CANAL STREET,10013.0,A
41647764,PAN UGO BAKERY,Queens,Bakery Products/Desserts,84-42,JAMAICA AVENUE,11421.0,A
40586094,GENESIS # 1 WEST INDIAN,Queens,Caribbean,162-23,HILLSIDE AVENUE,11432.0,A
50176237,PIZZA MIA,Staten Island,Pizza,896,HUGUENOT AVENUE,10312.0,A
50034453,DUNKIN,Queens,Donuts,169-10,HILLSIDE AVENUE,11432.0,A
50125424,CAFE PREMIATA,Queens,Jewish/Kosher,72-08,MAIN STREET,11367.0,A
50041144,SAMURAI PAPA,Brooklyn,Japanese,594,LAFAYETTE AVENUE,11216.0,A
50137604,LE BOTANISTE 100% ORGANIC PLANT-BASED FOOD,Manhattan,Vegetarian,11,WEST   42 STREET,10036.0,A
50102529,COPPER MUG COFFEE,Brooklyn,Coffee/Tea,131,NORTH    4 STREET,11249.0,B
50128040,ZUCKER'S BAGELS & SMOKED FISH,Manhattan,Bagels/Pretzels,1065,AVENUE OF THE AMERICAS,10018.0,A
50116142,NOSTRAND EXPRESS,Brooklyn,Sandwiches,2184,NOSTRAND AVENUE,11210.0,A
40394916,LA ISLA,Brooklyn,Latin American,293,BROADWAY,11211.0,A
50069187,BLACK STAR BAKERY & CAFE,Queens,Bakery Products/Desserts,2-10,50 AVENUE,11101.0,A
40385774,PARK PLAZA,Brooklyn,American,220,CADMAN PLAZA WEST,11201.0,C
50140517,LILLI RESTAURANT,Brooklyn,Caribbean,1344,UTICA AVENUE,11203.0,A
50114679,BLANK STREET COFFEE,Manhattan,Coffee/Tea,985,LEXINGTON AVENUE,10021.0,A
50052618,FOUR SEASONS HOTEL EMPLOYEE CAFETERIA4,Manhattan,American,27,BARCLAY STREET,10007.0,A
50008347,THE GREY DOG,Manhattan,American,49,CARMINE STREET,10014.0,A
40391350,VACCARO'S PIZZERIA & TRATTORIA,Queens,Pizza,88-02,LITTLE NECK PARKWAY,11001.0,A
50132614,JFK EATERY- EMPLOYEE CAFE,Queens,Fusion,JFK,INTERNATIONAL AIRPORT,11430.0,A
41502332,EL NUEVO POLLO RESTURANT #2,Bronx,Latin American,651,MORRIS PARK AVENUE,10462.0,A
50140852,12 CHAIRS CATERING,Manhattan,Mediterranean,142,WEST HOUSTON STREET,10012.0,A
50175428,CHOCO LAND PRINCESOSNY,Bronx,Bakery Products/Desserts,5227,BROADWAY,10463.0,A
41278255,METRO DINER,Queens,American,73-24,METROPOLITAN AVENUE,11379.0,A
41391483,TIGER SUGAR,Queens,Coffee/Tea,135-45,ROOSEVELT AVENUE,11354.0,B
40903960,BELLEROSE FAMOUS PIZZA,Queens,Pizza,248-22,UNION TURNPIKE,11426.0,A
50061036,CARVEL,Queens,Frozen Desserts,163-10,CROSSBAY BOULEVARD,11414.0,A
50144555,PHIL CAFE,Brooklyn,Coffee/Tea,452,LAFAYETTE AVENUE,11205.0,A
50086713,ABUELA ANTONIA RESTAURANT,Brooklyn,Mexican,225,ROCKAWAY AVENUE,11233.0,A
50145088,METRO CAFE,Bronx,American,100,OAKPOINT AVENUE,10474.0,A
50159885,ALL AMERICAN BAGEL & BARISTA COMPANY,Queens,Other,82-41,153 AVENUE,11414.0,A
50063012,PANADERIA IXTAPAN,Bronx,Bakery Products/Desserts,211,WEST  231 STREET,10463.0,C
50070746,SOM BO,Manhattan,Asian/Asian Fusion,143,8 AVENUE,10011.0,B
50144916,THE LAND OF BEER,Manhattan,Other,625,8 AVENUE,10018.0,A
50071047,HUTCH & WALDO COFFEE,Manhattan,Coffee/Tea,247,EAST   81 STREET,10028.0,A
50107354,POLLOS A LA BRASA,Brooklyn,Spanish,691,KNICKERBOCKER AVENUE,11221.0,B
50131518,NUR THAI,Queens,Thai,31-01,34 AVENUE,11106.0,B
50137045,D'ANNA'S PIZZA & DELI,Queens,Latin American,169-08,CROCHERON AVENUE,11358.0,A
50125222,CINNABON / AUNTIE ANNE'S,Manhattan,Bakery Products/Desserts,688,6 AVENUE,10010.0,A
50178668,AROMA DE CAFE,Queens,Latin American,81-02,BROADWAY,11373.0,A
50090323,CONEY'S CONES,Brooklyn,Frozen Desserts,1023,BOARDWALK WEST,11224.0,A
50036292,A LA MODE SHOPPE,Manhattan,Frozen Desserts,360,EAST   55 STREET,10022.0,A
50065335,WEST BAR & LOUNGE,Queens,Caribbean,133-22,SPRINGFIELD BOULEVARD,11413.0,A
40809948,44 & X,Manhattan,New American,622,10 AVENUE,10036.0,A
50117413,WOLFNIGHTS,Manhattan,Sandwiches,40,WEST   55 STREET,10019.0,A
50101633,DUNKIN,Staten Island,Coffee/Tea,6390,AMBOY ROAD,10309.0,A
50142024,BONJOUR MIXEUR,Manhattan,French,1436,LEXINGTON AVENUE,10128.0,B
50125620,CHI RESTAURANT & BAR,Manhattan,Chinese,492,9 AVENUE,10018.0,A
50115816,TMB GRILLED CHICKEN,Queens,Korean,212-03,48 AVENUE,11364.0,A
40387143,WHITE CASTLE,Bronx,Hamburgers,1677,BRUCKNER BOULEVARD,10472.0,A
50139003,RED CUP CAFÉ,Queens,American,44-62,21 STREET,11101.0,C
50166819,OFF PEAK COFFEE,Queens,Coffee/Tea,38-19,MAIN STREET,11354.0,C
41711983,IRISH WHISKEY BAR,Queens,Irish,28-48,31 STREET,11102.0,A
